yearStart;locationAbbr;locationDesc;data_value;sample_size;age_years;locationId
2012;AL;Alabama;NULL;5958;NULL;1
2012;AL;Alabama;NULL;NULL;NULL;1
2012;AL;Alabama;NULL;NULL;NULL;1
2012;AL;Alabama;NULL;81;NULL;1
2012;AL;Alabama;NULL;87;NULL;1
2012;AL;Alabama;NULL;54;NULL;1
2012;AL;Alabama;NULL;3016;NULL;1
2012;AL;Alabama;NULL;5635;NULL;1
2012;AL;Alabama;NULL;1180;NULL;1
2012;AL;Alabama;NULL;2772;NULL;1
2012;AL;Alabama;NULL;2405;NULL;1
2012;AL;Alabama;NULL;2285;NULL;1
2012;AL;Alabama;264;363;18 - 24;1
2012;AL;Alabama;350;731;25 - 34;1
2012;AL;Alabama;342;964;35 - 44;1
2012;AL;Alabama;350;1433;45 - 54;1
2012;AL;Alabama;353;2081;55 - 64;1
2012;AL;Alabama;402;3034;65 or older;1
2012;AL;Alabama;NULL;1225;NULL;1
2012;AL;Alabama;NULL;1598;NULL;1
2012;AL;Alabama;NULL;871;NULL;1
2012;AL;Alabama;NULL;1014;NULL;1
2014;AL;Alabama;NULL;5156;NULL;1
2012;AL;Alabama;NULL;1017;NULL;1
2012;AL;Alabama;NULL;1414;NULL;1
2012;AL;Alabama;NULL;1512;NULL;1
2012;AL;Alabama;NULL;6024;NULL;1
2012;AL;Alabama;NULL;2165;NULL;1
2012;AL;Alabama;NULL;132;NULL;1
2012;AL;Alabama;NULL;NULL;NULL;1
2012;AL;Alabama;NULL;NULL;NULL;1
2012;AL;Alabama;NULL;81;NULL;1
2012;AL;Alabama;NULL;87;NULL;1
2012;AL;Alabama;NULL;54;NULL;1
2012;US;National;NULL;185040;NULL;59
2012;AL;Alabama;NULL;8651;NULL;1
2012;AL;Alabama;NULL;9014;NULL;1
2012;AL;Alabama;NULL;3056;NULL;1
2012;AL;Alabama;NULL;1248;NULL;1
2012;AL;Alabama;NULL;2887;NULL;1
2012;AL;Alabama;NULL;2493;NULL;1
2012;AL;Alabama;NULL;2368;NULL;1
2012;AL;Alabama;152;385;18 - 24;1
2012;AL;Alabama;214;769;25 - 34;1
2012;AL;Alabama;279;999;35 - 44;1
2012;AL;Alabama;296;1472;45 - 54;1
2012;AL;Alabama;342;2156;55 - 64;1
2012;AL;Alabama;320;3155;65 or older;1
2012;AL;Alabama;NULL;1278;NULL;1
2012;AL;Alabama;NULL;1633;NULL;1
2012;AL;Alabama;NULL;907;NULL;1
2012;AL;Alabama;NULL;1038;NULL;1
2012;AL;Alabama;NULL;1042;NULL;1
2012;AL;Alabama;NULL;1446;NULL;1
2012;AL;Alabama;NULL;1670;NULL;1
2012;AL;Alabama;NULL;6241;NULL;1
2012;AL;Alabama;NULL;2287;NULL;1
2012;AL;Alabama;NULL;136;NULL;1
2012;AL;Alabama;NULL;NULL;NULL;1
2012;AL;Alabama;NULL;NULL;NULL;1
2012;AL;Alabama;NULL;81;NULL;1
2012;AL;Alabama;NULL;91;NULL;1
2012;AL;Alabama;NULL;55;NULL;1
2013;AL;Alabama;NULL;6244;NULL;1
2013;AL;Alabama;NULL;2179;NULL;1
2013;AL;Alabama;NULL;4065;NULL;1
2013;AL;Alabama;NULL;766;NULL;1
2013;AL;Alabama;NULL;1994;NULL;1
2013;AL;Alabama;NULL;1813;NULL;1
2013;AL;Alabama;NULL;1658;NULL;1
2013;AL;Alabama;190;264;18 - 24;1
2013;AL;Alabama;304;491;25 - 34;1
2013;AL;Alabama;367;649;35 - 44;1
2013;AL;Alabama;400;1003;45 - 54;1
2013;AL;Alabama;371;1509;55 - 64;1
2013;AL;Alabama;284;2328;65 or older;1
2013;AL;Alabama;NULL;882;NULL;1
2014;AL;Alabama;351;1886;55 - 64;1
2013;AL;Alabama;NULL;1115;NULL;1
2013;AL;Alabama;NULL;588;NULL;1
2013;AL;Alabama;NULL;656;NULL;1
2013;AL;Alabama;NULL;719;NULL;1
2013;AL;Alabama;NULL;1029;NULL;1
2013;AL;Alabama;NULL;1255;NULL;1
2013;AL;Alabama;NULL;4453;NULL;1
2013;AL;Alabama;NULL;1506;NULL;1
2013;AL;Alabama;NULL;57;NULL;1
2013;AL;Alabama;NULL;NULL;NULL;1
2013;AL;Alabama;NULL;NULL;NULL;1
2013;AL;Alabama;NULL;74;NULL;1
2013;AL;Alabama;NULL;NULL;NULL;1
2013;AL;Alabama;NULL;NULL;NULL;1
2013;AL;Alabama;NULL;6244;NULL;1
2013;AL;Alabama;NULL;2179;NULL;1
2013;AL;Alabama;NULL;4065;NULL;1
2013;AL;Alabama;NULL;766;NULL;1
2013;AL;Alabama;NULL;1994;NULL;1
2013;AL;Alabama;NULL;1813;NULL;1
2013;AL;Alabama;NULL;1658;NULL;1
2013;AL;Alabama;248;264;18 - 24;1
2013;AL;Alabama;386;491;25 - 34;1
2013;AL;Alabama;322;649;35 - 44;1
2013;AL;Alabama;351;1003;45 - 54;1
2013;AL;Alabama;384;1509;55 - 64;1
2013;AL;Alabama;415;2328;65 or older;1
2013;AL;Alabama;NULL;882;NULL;1
2013;AL;Alabama;NULL;1115;NULL;1
2013;AL;Alabama;NULL;588;NULL;1
2013;AL;Alabama;NULL;656;NULL;1
2013;AL;Alabama;NULL;719;NULL;1
2015;US;National;NULL;398316;NULL;59
2013;AL;Alabama;NULL;1029;NULL;1
2013;AL;Alabama;NULL;1255;NULL;1
2013;AL;Alabama;NULL;4453;NULL;1
2013;AL;Alabama;NULL;1506;NULL;1
2013;AL;Alabama;NULL;57;NULL;1
2013;AL;Alabama;NULL;NULL;NULL;1
2013;AL;Alabama;NULL;NULL;NULL;1
2013;AL;Alabama;NULL;74;NULL;1
2013;AL;Alabama;NULL;NULL;NULL;1
2013;AL;Alabama;NULL;NULL;NULL;1
2013;AL;Alabama;NULL;1878;NULL;1
2013;AL;Alabama;NULL;1731;NULL;1
2013;AL;Alabama;NULL;1653;NULL;1
2013;AL;Alabama;512;246;18 - 24;1
2013;AL;Alabama;433;457;25 - 34;1
2013;AL;Alabama;488;632;35 - 44;1
2013;AL;Alabama;502;971;45 - 54;1
2013;AL;Alabama;471;1470;55 - 64;1
2013;AL;Alabama;376;2199;65 or older;1
2013;AL;Alabama;NULL;816;NULL;1
2013;AL;Alabama;NULL;1040;NULL;1
2013;AL;Alabama;NULL;572;NULL;1
2013;AL;Alabama;NULL;640;NULL;1
2013;AL;Alabama;NULL;710;NULL;1
2013;AL;Alabama;NULL;1018;NULL;1
2013;AL;Alabama;NULL;1179;NULL;1
2013;AL;Alabama;NULL;4296;NULL;1
2013;AL;Alabama;NULL;1399;NULL;1
2013;AL;Alabama;NULL;57;NULL;1
2013;AL;Alabama;NULL;NULL;NULL;1
2013;AL;Alabama;NULL;NULL;NULL;1
2013;AL;Alabama;NULL;71;NULL;1
2013;AL;Alabama;NULL;NULL;NULL;1
2013;AL;Alabama;NULL;NULL;NULL;1
2013;AL;Alabama;NULL;3954;NULL;1
2015;US;National;NULL;8324;NULL;59
2013;AL;Alabama;NULL;700;NULL;1
2013;AL;Alabama;NULL;2021;NULL;1
2013;AL;Alabama;NULL;5975;NULL;1
2013;AL;Alabama;NULL;NULL;NULL;1
2014;AL;Alabama;NULL;3109;NULL;1
2013;AL;Alabama;NULL;1007;NULL;1
2013;AL;Alabama;219;1461;55 - 64;1
2013;AL;Alabama;NULL;1853;NULL;1
2013;AL;Alabama;NULL;1143;NULL;1
2013;AL;Alabama;214;2126;65 or older;1
2013;AL;Alabama;NULL;1719;NULL;1
2013;AL;Alabama;NULL;NULL;NULL;1
2013;AL;Alabama;NULL;665;NULL;1
2013;AL;Alabama;NULL;5871;NULL;1
2013;AL;Alabama;NULL;70;NULL;1
2013;AL;Alabama;NULL;704;NULL;1
2013;AL;Alabama;253;956;45 - 54;1
2013;AL;Alabama;NULL;NULL;NULL;1
2013;AL;Alabama;NULL;NULL;NULL;1
2013;AL;Alabama;NULL;550;NULL;1
2013;AL;Alabama;NULL;640;NULL;1
2013;AL;Alabama;NULL;1995;NULL;1
2013;US;National;NULL;266452;NULL;59
2013;AL;Alabama;NULL;3876;NULL;1
2013;AL;Alabama;277;459;25 - 34;1
2013;AL;Alabama;259;624;35 - 44;1
2013;AL;Alabama;NULL;806;NULL;1
2013;AL;Alabama;NULL;4208;NULL;1
2013;AL;Alabama;NULL;1623;NULL;1
2013;AL;Alabama;NULL;1021;NULL;1
2013;AL;Alabama;360;245;18 - 24;1
2013;AL;Alabama;NULL;1385;NULL;1
2013;AL;Alabama;NULL;56;NULL;1
2013;AL;Alabama;495;243;18 - 24;1
2013;AL;Alabama;506;456;25 - 34;1
2013;AL;Alabama;407;622;35 - 44;1
2013;AL;Alabama;443;960;45 - 54;1
2013;AL;Alabama;409;1439;55 - 64;1
2013;AL;Alabama;473;2195;65 or older;1
2013;AL;Alabama;NULL;809;NULL;1
2013;AL;Alabama;NULL;1035;NULL;1
2013;AL;Alabama;NULL;1005;NULL;1
2013;AL;Alabama;NULL;1171;NULL;1
2013;AL;Alabama;NULL;4253;NULL;1
2013;AL;Alabama;NULL;1398;NULL;1
2014;US;National;NULL;188835;NULL;59
2013;AL;Alabama;NULL;NULL;NULL;1
2013;AL;Alabama;NULL;NULL;NULL;1
2013;AL;Alabama;NULL;NULL;NULL;1
2013;AL;Alabama;NULL;71;NULL;1
2013;AL;Alabama;NULL;NULL;NULL;1
2013;AL;Alabama;NULL;NULL;NULL;1
2013;AL;Alabama;NULL;557;NULL;1
2013;AL;Alabama;NULL;1766;NULL;1
2013;AL;Alabama;NULL;626;NULL;1
2013;AL;Alabama;NULL;712;NULL;1
2013;AL;Alabama;NULL;5915;NULL;1
2013;AL;Alabama;NULL;2014;NULL;1
2013;AL;Alabama;NULL;3901;NULL;1
2013;AL;Alabama;NULL;699;NULL;1
2013;AL;Alabama;NULL;1874;NULL;1
2013;AL;Alabama;NULL;1724;NULL;1
2013;AL;Alabama;NULL;1608;NULL;1
2013;AL;Alabama;NULL;5846;NULL;1
2013;AL;Alabama;NULL;1985;NULL;1
2013;AL;Alabama;NULL;3861;NULL;1
2013;AL;Alabama;NULL;694;NULL;1
2013;AL;Alabama;NULL;1843;NULL;1
2013;AL;Alabama;NULL;1704;NULL;1
2013;AL;Alabama;NULL;1595;NULL;1
2013;AL;Alabama;265;237;18 - 24;1
2013;AL;Alabama;207;453;25 - 34;1
2013;AL;Alabama;162;616;35 - 44;1
2013;AL;Alabama;147;949;45 - 54;1
2013;AL;Alabama;105;1427;55 - 64;1
2013;AL;Alabama;113;2164;65 or older;1
2013;AL;Alabama;NULL;798;NULL;1
2013;AL;Alabama;NULL;1026;NULL;1
2013;AL;Alabama;NULL;553;NULL;1
2013;AL;Alabama;NULL;622;NULL;1
2013;AL;Alabama;NULL;707;NULL;1
2013;AL;Alabama;NULL;999;NULL;1
2013;AL;Alabama;NULL;1141;NULL;1
2013;AL;Alabama;NULL;4203;NULL;1
2013;AL;Alabama;NULL;1384;NULL;1
2013;AL;Alabama;NULL;NULL;NULL;1
2013;AL;Alabama;NULL;NULL;NULL;1
2013;AL;Alabama;NULL;NULL;NULL;1
2013;AL;Alabama;NULL;70;NULL;1
2013;AL;Alabama;306;462;25 - 34;1
2013;AL;Alabama;NULL;NULL;NULL;1
2013;AL;Alabama;NULL;NULL;NULL;1
2013;AL;Alabama;NULL;5877;NULL;1
2013;AL;Alabama;NULL;NULL;NULL;1
2013;AL;Alabama;NULL;NULL;NULL;1
2013;AL;Alabama;NULL;NULL;NULL;1
2013;AL;Alabama;NULL;71;NULL;1
2013;AL;Alabama;NULL;NULL;NULL;1
2013;AL;Alabama;NULL;NULL;NULL;1
2013;AL;Alabama;240;620;35 - 44;1
2013;AL;Alabama;280;951;45 - 54;1
2013;AL;Alabama;256;1434;55 - 64;1
2013;AL;Alabama;326;2177;65 or older;1
2013;AL;Alabama;NULL;840;NULL;1
2013;AL;Alabama;NULL;803;NULL;1
2013;AL;Alabama;NULL;1027;NULL;1
2013;AL;Alabama;NULL;552;NULL;1
2013;AL;Alabama;NULL;625;NULL;1
2013;AL;Alabama;NULL;711;NULL;1
2013;AL;Alabama;NULL;995;NULL;1
2013;AL;Alabama;NULL;1164;NULL;1
2013;AL;Alabama;NULL;4224;NULL;1
2013;AL;Alabama;NULL;1392;NULL;1
2013;AL;Alabama;NULL;2004;NULL;1
2013;AL;Alabama;NULL;3873;NULL;1
2013;AL;Alabama;NULL;695;NULL;1
2013;AL;Alabama;NULL;1864;NULL;1
2013;AL;Alabama;NULL;1714;NULL;1
2013;AL;Alabama;NULL;1594;NULL;1
2013;AL;Alabama;256;240;18 - 24;1
2013;AL;Alabama;265;455;25 - 34;1
2013;AL;Alabama;NULL;2055;NULL;1
2013;AL;Alabama;NULL;4028;NULL;1
2013;AL;Alabama;NULL;731;NULL;1
2013;AL;Alabama;NULL;1928;NULL;1
2013;AL;Alabama;NULL;1646;NULL;1
2013;AL;Alabama;449;248;18 - 24;1
2013;AL;Alabama;NULL;6083;NULL;1
2013;AL;Alabama;NULL;54;NULL;1
2013;AL;Alabama;NULL;NULL;NULL;1
2013;AL;Alabama;263;629;35 - 44;1
2013;AL;Alabama;209;976;45 - 54;1
2013;AL;Alabama;NULL;1016;NULL;1
2013;AL;Alabama;NULL;1062;NULL;1
2013;AL;Alabama;NULL;NULL;NULL;1
2013;AL;Alabama;NULL;1438;NULL;1
2013;AL;Alabama;NULL;720;NULL;1
2013;AL;Alabama;NULL;NULL;NULL;1
2013;AL;Alabama;175;1495;55 - 64;1
2013;AL;Alabama;NULL;1218;NULL;1
2013;AL;Alabama;NULL;576;NULL;1
2013;AL;Alabama;NULL;NULL;NULL;1
2013;AL;Alabama;170;2273;65 or older;1
2013;AL;Alabama;NULL;4365;NULL;1
2013;AL;Alabama;NULL;651;NULL;1
2013;AL;Alabama;NULL;70;NULL;1
2013;AL;Alabama;NULL;6164;NULL;1
2013;AL;Alabama;340;987;45 - 54;1
2013;AL;Alabama;369;1509;55 - 64;1
2013;AL;Alabama;349;2311;65 or older;1
2013;AL;Alabama;NULL;851;NULL;1
2013;AL;Alabama;NULL;1076;NULL;1
2012;AK;Alaska;303;665;35 - 44;2
2013;AL;Alabama;NULL;580;NULL;1
2013;AL;Alabama;NULL;654;NULL;1
2013;AL;Alabama;NULL;727;NULL;1
2013;AL;Alabama;NULL;1023;NULL;1
2013;AL;Alabama;NULL;1253;NULL;1
2013;AL;Alabama;NULL;4424;NULL;1
2013;AL;Alabama;NULL;1452;NULL;1
2013;AL;Alabama;NULL;55;NULL;1
2013;AL;Alabama;NULL;NULL;NULL;1
2013;AL;Alabama;NULL;NULL;NULL;1
